total_images,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,city_centers_nearest,parks_around3000,ponds_around3000,airports_around30000,publishing_year,publishing_month,is_spb
7,3770000.0,37.0,1,2.9,6,17.2,3,False,False,False,8.5,0,4947.0,0,1,True,2018,3,True
16,6590000.0,52.0,2,2.65,17,33.0,6,False,False,False,8.3,1,13977.0,0,0,False,2018,3,True
16,4850000.0,50.0,2,2.65,12,28.33,3,False,False,False,10.0,1,13096.5,0,0,False,2018,3,False
9,3200000.0,32.5,1,2.54,12,17.4,12,False,False,False,7.0,0,13047.0,0,0,False,2018,3,True
3,8740000.0,63.15,2,2.65,13,38.33,6,False,False,False,10.64,1,11487.0,0,3,False,2018,3,True
10,2930000.0,36.9,1,2.65,5,18.0,3,False,False,False,10.0,0,33771.0,2,2,False,2018,3,False
5,5690000.0,53.0,2,2.65,5,30.0,3,False,False,False,9.1,0,6310.0,1,2,True,2018,3,True
18,25000000.0,75.0,3,3.15,11,40.3,11,False,False,False,14.7,1,5065.0,0,2,False,2018,3,True
15,5550000.0,45.0,1,2.75,7,20.0,7,False,False,False,12.0,1,9861.0,1,0,True,2018,3,True
10,1590000.0,47.2,3,2.5,5,33.4,3,False,False,False,5.4,1,13096.5,0,0,False,2018,3,False
16,4150000.0,73.5,4,2.5,9,47.0,1,False,False,False,6.0,0,13096.5,0,0,False,2018,3,False
12,2490000.0,39.0,1,2.5,4,18.3,1,False,False,False,8.6,0,13096.5,0,0,False,2018,3,False
11,2350000.0,42.0,4,2.5,5,30.0,2,False,False,False,9.1,0,13096.5,0,0,False,2018,3,False
14,4650000.0,41.0,1,2.65,16,17.6,6,False,False,False,10.6,0,11250.0,1,1,False,2018,3,True
7,5535000.0,72.4,3,2.75,20,40.7,15,False,False,False,10.4,1,13096.5,0,0,False,2018,3,False
3,2750000.0,36.16,1,2.65,18,16.09,15,False,False,False,10.0,1,13096.5,0,0,False,2018,3,False
1,4700000.0,45.0,2,2.5,9,30.0,7,False,False,False,9.1,0,11548.0,2,0,False,2018,3,True
18,2350000.0,31.5,1,2.5,3,19.0,2,False,False,False,5.0,0,13096.5,0,0,False,2018,3,False
17,7700000.0,102.3,2,3.13,4,45.6,4,False,False,False,17.6,1,31239.0,1,0,True,2018,3,False
20,4150000.0,56.3,2,2.6,10,33.0,1,False,False,False,18.0,0,13096.5,0,0,False,2018,3,False
8,7500000.0,69.9,2,3.27,5,43.6,5,False,False,False,11.0,0,4725.0,1,0,True,2018,3,True
10,3300000.0,43.0,2,2.55,3,29.5,1,False,False,False,5.0,0,30216.0,3,3,False,2018,3,False
4,3503296.0,50.0,2,2.65,23,30.0,8,False,False,False,9.1,0,17417.0,0,1,True,2018,3,True
11,13000000.0,70.0,3,3.0,10,30.0,5,False,False,False,9.1,0,8301.0,1,3,True,2018,3,True
11,3190000.0,24.4,1,2.65,21,18.0,19,False,False,False,9.1,0,9719.0,0,0,False,2018,3,True
0,4000000.0,44.1,2,2.5,9,26.4,1,False,False,False,6.3,2,16333.0,0,0,False,2018,3,True
9,5600000.0,57.0,3,2.6,9,39.0,2,False,False,False,6.0,0,13037.0,0,0,False,2018,3,True
15,3350000.0,24.9,0,2.5,16,14.1,6,False,True,False,9.1,2,14189.0,0,1,True,2018,3,True
10,2970000.0,40.0,1,2.65,12,20.0,2,False,False,False,10.0,0,13096.5,0,0,False,2018,3,False
5,3185000.0,36.4,1,2.56,12,17.0,1,False,False,False,10.37,0,13096.5,0,0,False,2018,3,False
4,2650000.0,31.0,1,2.7,4,18.1,1,False,False,False,5.6,0,39798.0,0,0,False,2018,3,False
3,6670000.0,60.6,2,2.7,17,28.0,8,False,False,False,13.0,0,9049.0,0,0,False,2018,3,True
16,1700000.0,51.5,2,2.5,5,28.0,2,False,False,False,7.2,0,13096.5,0,0,False,2018,3,False
15,2250000.0,58.0,2,2.5,9,31.0,3,False,False,False,9.0,0,13096.5,0,0,False,2018,3,False
1,2820000.0,33.07,1,2.56,18,13.37,17,False,False,False,8.31,0,13096.5,0,0,False,2018,3,False
14,1900000.0,42.0,2,2.65,2,33.0,2,False,False,False,5.5,0,13096.5,0,0,False,2018,3,False
8,2855000.0,45.4,1,2.65,6,18.6,3,False,False,False,12.0,0,13096.5,0,0,False,2018,3,False
7,4169000.0,38.5,1,2.85,17,19.0,15,False,False,False,10.6,2,17110.0,0,0,True,2018,3,True
15,4950000.0,46.4,2,2.65,9,28.1,5,False,False,False,8.3,1,10889.0,1,0,False,2018,3,True
15,3750000.0,40.0,1,2.65,18,30.0,3,False,False,False,9.1,0,17172.0,0,1,True,2018,3,True
8,3000000.0,44.0,2,2.5,5,23.0,5,False,False,False,5.0,1,13096.5,0,0,False,2018,3,False
8,6222000.0,64.0,2,2.65,25,32.0,12,False,False,False,14.0,0,16002.0,0,1,False,2018,3,True
6,1850000.0,34.0,1,2.6,5,27.0,1,False,False,False,7.0,0,13096.5,0,0,False,2018,3,False
4,9329693.0,73.0,2,2.65,14,30.0,2,False,False,False,9.1,0,8098.0,2,1,False,2018,3,True
14,6700000.0,62.0,2,2.6,14,35.0,10,False,False,False,10.0,1,11813.0,0,1,True,2018,3,True
3,4999999.0,61.0,2,2.75,25,30.15,17,False,False,False,12.0,1,13096.5,0,0,False,2018,3,False
4,4027000.0,50.78,2,2.65,17,30.0,8,False,False,False,9.1,0,10717.0,1,0,False,2018,3,True
8,5100000.0,57.5,3,2.7,10,39.0,10,False,False,False,6.2,0,12820.0,0,1,False,2018,3,True
12,7200000.0,64.4,2,2.75,23,33.8,3,False,False,False,11.7,1,10731.0,1,0,True,2018,3,True
17,3650000.0,64.63,2,2.93,4,38.07,4,False,False,False,7.19,0,13096.5,0,0,False,2018,3,False
16,4000000.0,40.0,1,2.7,25,30.0,23,False,False,False,9.1,0,13265.0,0,0,True,2018,3,True
10,4500000.0,39.3,1,2.8,25,18.6,16,False,False,False,11.2,0,15016.0,0,1,False,2018,3,True
0,2830000.0,31.0,1,2.55,9,17.9,8,False,False,False,6.3,0,10893.0,0,1,True,2018,3,True
7,5900000.0,65.0,2,2.85,25,31.0,6,False,False,False,14.0,2,13096.5,0,0,False,2018,3,False
6,11939000.0,94.15,3,2.7,10,55.22,10,False,False,False,12.23,1,3896.0,2,3,False,2018,3,True
5,2640000.0,41.3,1,2.75,3,23.8,2,False,False,False,9.2,1,13096.5,0,0,False,2018,3,False
19,4750000.0,58.7,2,2.65,17,30.0,11,False,False,False,9.1,0,13096.5,0,0,False,2018,3,False
9,3700000.0,45.0,2,2.65,5,30.0,1,False,False,False,9.1,0,11481.0,1,1,True,2018,3,True
13,4900000.0,55.5,2,2.7,9,31.3,2,False,False,False,8.4,2,21762.0,0,0,True,2018,3,True
10,2580000.0,35.7,1,2.6,5,17.0,4,False,False,False,8.3,2,13096.5,0,0,False,2018,3,False
8,3930000.0,50.5,2,2.55,5,30.0,3,False,False,False,10.5,0,30772.0,0,0,True,2018,3,False
12,6290000.0,75.0,3,2.7,3,53.1,2,False,False,False,9.1,0,17389.0,0,0,True,2018,3,True
10,7800000.0,62.0,2,2.75,16,27.0,10,False,False,False,12.0,0,11849.0,0,0,True,2018,3,True
4,6596000.0,43.4,1,2.65,13,17.9,8,False,False,False,11.85,0,6438.0,1,3,True,2018,3,True
5,4100000.0,43.0,1,2.65,25,14.0,12,False,False,False,18.0,0,16453.0,0,1,False,2018,3,True
12,4300000.0,45.0,2,2.65,5,30.0,3,False,False,False,7.0,0,13871.0,1,0,True,2018,3,True
5,4512000.0,40.4,1,2.65,19,30.0,12,False,False,False,9.1,0,14995.0,1,0,False,2018,3,True
13,3800000.0,55.5,2,2.65,5,31.0,4,False,False,False,13.5,0,40675.0,1,0,False,2018,3,False
9,3400000.0,32.0,1,2.5,5,18.0,2,False,False,False,7.0,1,10831.0,1,0,False,2018,3,True
11,5700000.0,57.0,3,2.5,9,39.0,3,False,False,False,6.0,0,15809.0,1,0,False,2018,3,True
2,4720000.0,82.2,3,2.7,14,50.1,3,False,False,False,11.4,0,13096.5,0,0,False,2018,3,False
20,3600000.0,60.1,3,2.6,5,42.7,4,False,False,False,6.1,0,13096.5,0,0,False,2018,3,False
6,3700000.0,74.0,3,2.65,5,43.0,4,False,False,False,8.5,0,13096.5,0,0,False,2018,3,False
10,4650000.0,63.1,2,2.7,9,33.1,7,False,False,False,13.2,1,30142.0,0,0,True,2018,3,False
10,6250000.0,54.0,2,2.75,16,30.0,4,False,False,False,9.1,0,14687.0,1,0,True,2018,3,True
9,21000000.0,98.0,2,2.65,7,30.0,6,False,False,False,9.1,0,4686.0,2,0,True,2018,3,True
11,5000000.0,57.5,3,2.5,9,39.0,7,False,False,False,6.2,1,15190.0,0,0,False,2018,3,True
11,3290000.0,34.0,1,2.65,22,14.0,4,False,False,False,11.0,0,17071.0,0,1,True,2018,3,True
10,3290000.0,46.0,2,2.5,5,29.0,2,False,False,False,6.0,0,10574.0,0,0,False,2018,3,True
2,4900000.0,71.0,3,2.65,19,42.0,9,False,False,False,11.0,1,23816.0,0,2,True,2018,3,True
5,7000000.0,65.0,2,2.65,14,30.0,6,False,False,False,12.0,0,18302.0,0,0,False,2018,3,True
20,11500000.0,61.4,2,2.65,11,30.0,2,False,False,False,9.1,0,3953.0,0,1,True,2018,3,True
17,13300000.0,101.2,3,2.75,25,55.4,25,False,False,False,13.5,1,9289.0,1,0,False,2018,3,True
20,5200000.0,64.0,3,2.5,9,39.6,1,False,False,False,10.0,2,12990.0,0,0,True,2018,3,True
10,5600000.0,72.0,3,2.65,17,44.9,8,False,False,False,9.0,0,13096.5,0,0,False,2018,3,False
2,1700000.0,61.0,4,2.55,5,46.0,1,False,False,False,6.0,0,13096.5,0,0,False,2018,3,False
10,3600000.0,41.0,2,2.55,16,24.5,5,False,False,False,6.0,5,6565.0,1,1,True,2018,3,True
9,2851000.0,58.9,3,2.7,5,43.9,2,False,False,False,5.5,1,13096.5,0,0,False,2018,3,False
13,5200000.0,41.72,1,2.8,22,17.92,21,False,False,False,10.0,1,16802.0,0,1,False,2018,3,True
0,2850000.0,45.5,2,2.6,2,25.0,1,False,False,False,10.0,0,13096.5,0,0,False,2018,3,False
13,4585000.0,68.6,2,2.5,10,39.1,10,False,False,False,13.2,0,13096.5,0,0,False,2018,3,False
9,5930000.0,60.8,2,2.65,26,30.0,17,False,False,False,9.1,0,17994.0,0,0,False,2018,3,False
8,4570000.0,50.7,2,2.65,16,30.0,6,False,False,False,9.1,0,11646.0,0,1,True,2018,3,True
1,4100000.0,41.0,1,2.65,22,30.0,6,False,False,False,9.1,0,13096.5,0,0,False,2018,3,False
8,4200000.0,55.9,3,2.5,5,36.8,5,False,False,False,6.7,1,8551.0,0,1,True,2018,3,True
7,2850000.0,33.4,1,2.65,22,16.0,20,False,False,False,8.0,0,13096.5,0,0,False,2018,3,False
2,6100000.0,59.2,2,2.64,9,34.6,7,False,False,False,10.4,0,14652.0,0,0,False,2018,3,True
8,8100000.0,64.3,2,2.65,17,39.0,6,False,False,False,11.1,0,8460.0,1,2,False,2018,3,True
18,4150000.0,42.0,1,2.65,12,20.0,11,False,False,False,11.0,2,12787.0,0,0,True,2018,3,True
4,2130000.0,42.8,2,2.7,2,29.0,2,False,False,False,6.0,1,15677.0,0,1,False,2018,3,True
8,4650000.0,51.4,2,2.65,9,33.0,9,False,False,False,7.0,0,16057.0,0,0,True,2018,3,True
6,7400000.0,82.1,3,2.65,5,55.9,4,False,False,False,9.2,0,9602.0,0,0,True,2018,3,True
14,4130000.0,53.0,2,2.77,12,24.7,8,False,False,False,12.6,2,13096.5,0,0,False,2018,3,False
15,6950000.0,43.6,1,2.65,10,14.7,9,False,False,False,13.7,1,4836.0,0,3,False,2018,3,True
15,3700000.0,40.0,1,2.7,12,20.2,11,False,False,False,8.0,0,15195.0,1,3,False,2018,3,True
13,4700000.0,56.6,3,2.5,5,50.0,4,False,False,False,6.6,0,25488.0,1,0,True,2018,3,False
12,5500000.0,78.6,3,3.3,4,54.9,4,False,False,False,9.5,0,39739.0,0,0,False,2018,3,False
19,2350000.0,47.8,2,2.5,2,35.0,2,False,False,False,5.0,0,13096.5,0,0,False,2018,3,False
11,3800000.0,43.0,2,2.5,5,28.0,1,False,False,False,5.0,0,27147.0,0,0,True,2018,3,False
1,6300000.0,57.7,2,2.65,17,27.7,3,False,False,False,10.4,0,9049.0,0,0,False,2018,3,True
14,3920000.0,33.9,1,2.64,17,15.2,14,False,False,False,7.1,1,14075.0,0,0,True,2018,3,True
20,8500000.0,65.3,2,2.65,10,36.0,7,False,False,False,12.0,2,4358.0,0,1,True,2018,3,True
3,3600000.0,37.33,1,2.65,12,17.7,4,False,False,False,10.08,0,15985.0,0,0,False,2018,3,True
6,3750000.0,48.1,2,2.65,5,29.4,5,False,False,False,5.5,0,12366.0,0,1,True,2018,3,True
2,4080000.0,61.0,2,2.65,25,38.8,10,False,False,False,9.2,1,19717.0,0,1,True,2018,3,False
16,2100000.0,36.1,2,2.5,2,23.6,1,False,False,False,5.0,0,13096.5,0,0,False,2018,3,False
10,3700000.0,41.8,1,2.65,17,30.0,2,False,False,False,9.1,0,15456.0,1,0,False,2018,3,True
3,3600000.0,35.0,1,3.0,19,30.0,10,False,False,False,9.1,0,16121.0,0,1,False,2018,3,True
5,23000000.0,98.1,3,2.65,10,53.8,8,False,False,False,15.1,0,5336.0,0,2,True,2018,3,True
7,4650000.0,63.0,3,2.55,9,46.0,8,False,False,False,6.3,2,10893.0,0,1,True,2018,3,True
11,5800000.0,52.0,2,2.5,14,34.3,6,False,False,False,7.6,0,11782.0,1,1,False,2018,3,True
2,3680000.0,33.45,1,2.65,25,15.03,2,False,False,False,10.03,0,16293.0,0,1,False,2018,3,True
12,3800000.0,29.3,1,2.75,9,15.2,1,False,False,False,7.0,0,13678.0,0,0,True,2018,3,True
11,3500000.0,55.0,3,2.5,5,36.9,3,False,False,False,5.2,1,13096.5,0,0,False,2018,3,False
19,7300000.0,62.0,3,3.0,4,38.0,4,False,False,False,10.0,0,3493.0,1,3,True,2018,3,True
19,11500000.0,114.8,3,3.0,6,62.2,6,False,False,False,16.1,0,5096.0,1,0,True,2018,3,True
20,10500000.0,74.0,3,2.65,5,53.0,2,False,False,False,10.0,0,4792.0,2,1,False,2018,3,True
16,6390000.0,58.7,1,3.12,4,31.5,3,True,False,False,11.7,2,21689.0,0,1,False,2018,3,True
9,3190000.0,30.6,1,2.5,9,17.8,3,False,False,False,6.3,0,15204.0,1,1,False,2018,3,True
20,12800000.0,110.0,4,2.72,5,84.5,5,False,False,False,7.7,0,2356.0,2,3,True,2018,3,True
9,3999000.0,49.0,2,2.55,9,27.0,1,False,False,False,6.0,1,16569.0,1,0,False,2018,3,True
6,5700000.0,82.1,3,3.02,5,57.3,1,False,False,False,9.2,0,9778.0,0,0,False,2018,3,True
20,21700000.0,121.0,3,2.75,7,30.0,6,False,False,False,9.1,0,34342.0,3,3,False,2018,3,False
9,8364000.0,80.0,4,2.65,25,47.0,6,False,False,False,13.0,0,16478.0,0,2,True,2018,3,True
13,15300000.0,136.0,4,2.65,16,86.0,7,False,False,False,18.0,0,22310.0,0,1,True,2018,3,True
9,3390000.0,35.4,1,2.74,23,17.0,2,False,False,False,10.7,1,17501.0,0,1,True,2018,3,True
16,8000000.0,46.5,1,3.5,6,20.0,5,False,False,False,20.0,0,2379.0,2,3,True,2018,3,True
0,1700000.0,62.0,3,2.65,5,30.0,5,False,False,False,9.1,0,13096.5,0,0,False,2018,3,False
8,3950000.0,38.0,1,2.7,25,17.0,16,False,False,False,9.0,0,18129.0,0,0,False,2018,3,False
4,3100000.0,64.0,3,2.5,5,42.0,3,False,False,False,9.0,0,13096.5,0,0,False,2018,3,False
10,2450000.0,44.0,2,2.55,5,30.0,1,False,False,False,9.1,0,32402.0,0,0,False,2018,3,False
10,1680000.0,35.7,1,2.55,5,17.1,5,False,False,False,8.3,0,13096.5,0,0,False,2018,3,False
7,9600000.0,109.7,4,2.72,5,84.5,5,False,False,False,7.7,0,2356.0,2,3,True,2018,3,True
9,2500000.0,38.7,1,2.6,4,18.9,3,False,False,False,8.1,0,13096.5,0,0,False,2018,3,False
17,15000000.0,91.9,3,3.1,5,68.0,5,False,False,False,14.0,0,3475.0,3,3,True,2018,3,True
0,6500000.0,42.6,1,2.8,18,30.0,11,False,False,False,9.1,0,8376.0,1,3,True,2018,3,True
18,3200000.0,70.8,3,2.6,5,43.4,5,False,False,False,8.3,0,13096.5,0,0,False,2018,3,False
5,3180500.0,43.7,2,2.65,25,30.0,3,False,False,False,9.1,0,17642.0,0,0,True,2018,3,False
4,2000000.0,48.0,2,2.65,9,30.0,9,False,False,False,9.0,1,13096.5,0,0,False,2018,3,False
14,20800000.0,171.0,3,3.5,5,80.0,5,False,False,False,30.0,0,5369.0,2,0,True,2018,3,True
9,3800000.0,53.5,3,2.5,3,39.3,1,False,False,False,5.3,0,31417.0,3,0,False,2018,3,False
9,3900000.0,28.6,1,2.77,5,16.1,1,False,False,False,6.0,0,5464.0,0,0,True,2018,3,True
2,13235000.0,91.3,3,2.65,9,53.5,3,False,False,False,13.8,0,6134.0,1,3,True,2018,3,True
10,11200000.0,70.0,2,2.65,10,35.8,8,False,False,False,13.1,2,4599.0,2,0,False,2018,3,True
8,3100000.0,31.0,1,2.7,5,18.0,5,False,False,False,6.0,0,30696.0,0,1,True,2018,3,False
14,4500000.0,48.0,1,2.6,10,30.0,2,False,False,False,9.1,0,13995.0,1,1,False,2018,3,True
12,5650000.0,79.0,3,2.7,16,45.7,14,False,False,False,12.8,2,13096.5,0,0,False,2018,3,False
6,2100000.0,36.7,1,2.65,9,18.1,7,False,False,False,8.1,1,13096.5,0,0,False,2018,3,False
19,4900000.0,55.0,2,2.65,20,30.5,3,False,False,False,10.0,0,13096.5,0,0,False,2018,3,False
15,3600000.0,34.0,1,2.65,20,13.0,14,False,False,False,17.0,2,18016.0,0,0,True,2018,3,False
7,2800000.0,31.4,1,2.55,9,15.5,8,False,False,False,8.2,0,11184.0,2,0,False,2018,3,True
3,3600000.0,33.8,1,2.7,5,18.0,1,False,False,False,7.0,0,26288.0,0,0,True,2018,3,False
12,3800000.0,37.4,1,3.0,5,13.7,1,False,False,False,9.8,0,8038.0,1,0,True,2018,3,True
11,2900000.0,40.0,1,2.65,9,18.9,7,False,False,False,9.7,1,13096.5,0,0,False,2018,3,False
12,3870000.0,45.0,2,2.65,5,30.0,2,False,False,False,7.3,1,11792.0,1,1,True,2018,3,True
18,4700000.0,40.0,1,2.5,16,18.0,16,False,False,False,10.2,1,13538.0,3,1,False,2018,3,True
15,4290000.0,35.0,1,2.65,21,17.0,4,False,False,False,9.0,0,8736.0,0,1,False,2018,3,True
10,3499000.0,43.0,2,2.5,5,28.0,4,False,False,False,5.5,1,15482.0,1,1,True,2018,3,True
0,2600000.0,56.0,2,2.65,5,30.0,2,False,False,False,9.1,0,13096.5,0,0,False,2018,3,False
20,4850000.0,44.9,2,2.5,5,31.0,2,False,False,False,6.0,1,10379.0,1,0,True,2018,3,True
6,1800000.0,48.0,1,2.65,8,30.0,2,False,False,False,9.1,0,13096.5,0,0,False,2018,3,False
8,3500000.0,40.1,1,2.65,15,19.15,10,False,False,False,11.81,1,13096.5,0,0,False,2018,3,False
7,4400000.0,44.0,2,2.6,9,27.0,6,False,False,False,7.0,2,13906.0,1,1,False,2018,3,True
19,5200000.0,57.5,3,2.5,9,39.0,1,False,False,False,6.2,0,15377.0,1,0,False,2018,3,True
13,2580000.0,50.2,2,2.65,9,30.5,2,False,False,False,7.1,0,13096.5,0,0,False,2018,3,False
15,7600000.0,95.5,4,2.65,21,30.0,10,False,False,False,9.1,0,21101.0,0,0,False,2018,3,True
0,5000000.0,80.0,3,2.6,9,30.0,1,False,False,False,9.1,0,28963.0,0,1,True,2018,3,False
20,3600000.0,46.0,2,2.65,5,30.0,3,False,False,False,6.0,0,13581.0,0,1,True,2018,3,True
14,8300000.0,63.0,2,2.8,18,39.6,13,False,False,False,13.0,5,14296.0,1,0,False,2018,3,True
5,3800000.0,59.0,2,2.8,9,33.0,5,False,False,False,12.0,2,13096.5,0,0,False,2018,3,False
2,3960000.0,50.0,2,2.53,9,30.9,3,False,False,False,6.0,1,11086.0,0,0,False,2018,3,True
9,4700000.0,45.5,2,2.5,9,28.5,5,False,False,False,7.5,2,17073.0,0,0,False,2018,3,True
16,5950000.0,80.0,3,2.5,12,47.5,9,False,False,False,14.0,0,37202.0,0,2,False,2018,3,False
9,4500000.0,44.0,2,2.5,5,29.0,3,False,False,False,5.5,1,17513.0,1,0,True,2018,3,True
6,4581000.0,81.8,3,2.7,4,43.5,1,False,False,False,18.5,4,13096.5,0,0,False,2018,3,False
6,9565000.0,64.2,1,2.8,9,19.8,7,False,False,False,26.9,1,6346.0,2,3,True,2018,3,True
6,4790000.0,43.0,1,2.65,20,19.0,6,False,False,False,11.0,0,17465.0,1,3,True,2018,3,True
20,12980000.0,105.7,3,2.7,11,52.0,1,False,False,False,16.0,0,13193.0,0,1,True,2018,3,True
15,4950000.0,46.0,1,2.65,25,30.0,11,False,False,False,9.1,0,14772.0,0,1,False,2018,3,True
11,4300000.0,42.0,1,2.65,16,24.2,14,False,False,False,9.1,2,21976.0,0,0,True,2018,3,True
16,4200000.0,56.2,2,2.75,17,31.0,11,False,False,False,10.5,1,34341.0,0,3,True,2018,3,False
12,3400000.0,63.5,3,2.5,9,46.2,7,False,False,False,9.1,0,13096.5,0,0,False,2018,3,False
2,5950000.0,55.0,2,2.65,26,30.0,14,False,False,False,9.1,0,17394.0,0,1,False,2018,3,True
4,1846648.0,25.0,1,2.65,23,30.0,7,False,False,False,9.1,0,17417.0,0,1,True,2018,3,True
5,4132020.0,41.2,1,2.65,25,30.0,16,False,False,False,9.1,0,12157.0,0,0,False,2018,3,True
5,3300000.0,47.0,1,3.0,10,30.0,4,False,False,False,9.1,0,13096.5,0,0,False,2018,3,False
20,4850000.0,53.6,3,2.5,5,38.0,5,False,False,False,5.2,0,9875.0,1,0,False,2018,3,True
10,4800000.0,58.0,2,2.65,15,30.0,2,False,False,False,9.1,0,24359.0,0,0,False,2018,3,False
17,4900000.0,58.0,3,2.5,10,33.5,9,False,False,False,6.2,2,13763.0,1,1,True,2018,3,True
7,4800000.0,53.0,2,2.6,18,32.0,9,False,False,False,9.0,1,12702.0,0,0,True,2018,3,True
15,5790000.0,84.1,3,2.65,6,41.5,1,False,False,False,10.2,0,5569.0,1,1,True,2018,3,True
4,3400000.0,33.0,1,2.65,25,15.7,24,False,False,False,10.2,2,13096.5,0,0,False,2018,3,False
5,3250000.0,33.7,1,2.56,9,17.9,6,False,False,False,7.7,0,11011.0,1,0,False,2018,3,True
5,2900000.0,32.2,1,2.5,17,14.0,9,False,False,False,8.0,1,13096.5,0,0,False,2018,3,False
6,4300000.0,58.7,3,2.5,7,30.0,5,False,False,False,9.1,0,11689.0,2,0,False,2018,3,True
5,3250000.0,49.78,2,2.65,23,30.12,8,False,False,False,10.05,0,17078.0,0,1,True,2018,3,True
4,2800000.0,40.56,1,2.65,16,15.25,12,False,False,False,10.17,1,13096.5,0,0,False,2018,3,False
20,12980000.0,86.8,3,3.25,6,54.3,4,False,False,False,16.0,0,4770.0,2,0,True,2018,3,True
5,4750000.0,65.0,3,2.5,9,44.0,8,False,False,False,6.2,2,19706.0,0,0,False,2018,3,True
11,3390000.0,32.6,1,2.65,22,30.0,15,False,False,False,9.1,0,13096.5,0,0,False,2018,3,False
11,2100000.0,48.0,2,2.5,9,30.0,8,False,False,False,9.1,1,13096.5,0,0,False,2018,3,False
14,3500000.0,29.0,1,2.5,9,15.4,7,False,False,False,5.0,0,8514.0,1,0,True,2018,3,True
13,1920000.0,46.8,2,2.6,5,32.8,2,False,False,False,5.3,0,13096.5,0,0,False,2018,3,False
13,6450000.0,44.0,1,2.8,10,30.0,10,False,False,False,9.1,0,11777.0,0,0,False,2018,3,True
13,5100000.0,95.0,3,2.5,9,52.0,7,False,False,False,24.0,0,13096.5,0,0,False,2018,3,False
12,4794000.0,37.2,1,2.75,18,17.0,18,False,False,False,11.0,0,13841.0,0,0,True,2018,3,True
15,5650000.0,71.0,3,2.65,9,43.5,9,False,False,False,8.0,1,10984.0,1,0,False,2018,3,True
12,5650000.0,70.4,3,2.95,4,49.0,2,False,False,False,10.7,0,15480.0,3,1,True,2018,3,True
20,4700000.0,51.0,2,2.5,5,31.1,1,False,False,False,6.8,0,31228.0,3,3,False,2018,3,False
19,4990000.0,68.1,3,2.55,9,47.6,1,False,False,False,6.2,0,16881.0,0,1,True,2018,3,True
6,3335000.0,35.1,1,2.55,9,18.1,2,False,False,False,7.0,1,13591.0,0,0,False,2018,3,True
9,6500000.0,42.7,1,2.75,19,16.6,12,False,False,False,14.9,0,12886.0,1,0,False,2018,3,True
0,4700000.0,45.0,2,2.65,9,29.0,2,False,False,False,8.0,0,12818.0,0,1,True,2018,3,True
13,5990000.0,51.0,2,2.65,12,27.1,7,False,False,False,12.9,0,12180.0,0,0,False,2018,3,True
3,3320000.0,24.9,1,2.8,21,17.4,17,False,False,False,9.1,0,12437.0,1,1,True,2018,3,True
8,2900000.0,34.0,1,2.58,8,18.0,7,False,False,False,9.0,0,30484.0,0,0,True,2018,3,False
8,5200000.0,67.3,3,2.5,9,40.3,1,False,False,False,6.3,0,15994.0,0,0,False,2018,3,True
13,5200000.0,62.4,3,2.55,9,30.0,2,False,False,False,9.1,0,14747.0,0,0,True,2018,3,True
17,4650000.0,44.8,2,2.58,5,30.4,5,False,False,False,7.1,0,13520.0,0,0,True,2018,3,True
18,10600000.0,67.4,2,2.65,25,33.3,6,False,False,False,9.5,0,10610.0,1,1,False,2018,3,True
4,1400000.0,31.5,1,2.55,5,17.4,4,False,False,False,5.4,1,13096.5,0,0,False,2018,3,False
9,3995000.0,49.6,4,2.65,5,38.0,3,False,False,False,5.0,0,8686.0,0,3,True,2018,3,True
18,8450000.0,58.0,2,2.65,18,34.4,18,False,False,False,15.0,0,12770.0,0,1,True,2018,3,True
7,3250000.0,33.5,1,2.5,9,17.6,5,False,False,False,8.4,1,22133.0,0,0,True,2018,3,True
9,7800000.0,72.0,3,2.65,8,50.0,4,False,False,False,22.0,2,8387.0,0,0,False,2018,3,True
5,2800000.0,39.0,1,2.75,9,17.0,4,False,False,False,8.0,1,13096.5,0,0,False,2018,3,False
11,2800000.0,28.8,1,2.6,9,14.0,4,False,False,False,6.0,0,14747.0,0,0,True,2018,3,True
10,12000000.0,67.0,2,2.7,16,54.0,16,False,False,False,9.1,0,8878.0,2,1,False,2018,3,True
10,3290000.0,28.6,1,2.65,6,15.3,4,False,False,False,6.2,1,2135.0,2,3,True,2018,3,True
8,3000000.0,44.4,2,2.65,5,30.0,1,False,False,False,9.1,0,13096.5,0,0,False,2018,3,False
9,3200000.0,36.8,1,2.6,10,17.8,6,False,False,False,8.2,1,12117.0,0,0,False,2018,3,True
17,7000000.0,64.0,2,2.85,23,45.0,21,False,False,False,9.1,1,12670.0,0,0,False,2018,3,True
6,3500000.0,32.0,1,2.5,9,18.0,6,False,False,False,6.0,0,10652.0,0,0,False,2018,3,True
4,10000000.0,91.0,3,3.0,4,30.0,2,False,False,False,9.1,0,3756.0,0,1,True,2018,3,True
9,8500000.0,90.0,3,3.0,9,30.0,7,False,False,False,9.1,0,15703.0,0,0,True,2018,3,True
5,3120000.0,32.0,1,2.5,5,19.0,5,False,False,False,5.5,0,29816.0,0,1,True,2018,3,False
5,6600000.0,63.0,2,2.7,19,35.0,3,False,False,False,14.0,2,13704.0,0,1,False,2018,3,True
10,8000000.0,60.1,2,2.65,7,31.5,4,False,False,False,9.1,0,10087.0,2,0,True,2018,3,True
