total_images,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,city_centers_nearest,parks_around3000,ponds_around3000,airports_around30000,publishing_year,publishing_month,is_spb
0,10018000.0,82.0,3,2.65,23,47.0,9,False,False,False,13.0,1,13255.0,1,1,True,2015,1,True
12,4370000.0,55.0,3,2.65,2,38.0,2,False,False,False,5.0,1,23111.0,0,1,True,2015,1,True
6,4500000.0,46.0,1,2.8,22,18.0,18,False,False,False,12.0,2,14772.0,0,1,False,2015,1,True
0,3500000.0,41.0,1,2.7,10,20.0,4,False,False,False,11.0,0,13096.5,0,0,False,2015,1,False
4,4100000.0,52.21,2,2.75,25,29.22,13,False,False,False,8.32,0,13096.5,0,0,False,2015,1,False
4,2650000.0,38.0,1,2.6,5,17.0,5,False,False,False,9.0,2,13096.5,0,0,False,2015,1,False
18,14999000.0,78.7,2,3.55,5,40.0,2,False,False,False,13.6,0,3888.0,1,1,True,2015,1,True
5,2650000.0,58.7,3,2.5,5,35.8,1,False,False,False,7.7,0,13096.5,0,0,False,2015,1,False
9,3300000.0,33.0,1,2.65,14,18.0,3,False,False,False,8.0,0,12966.0,0,0,False,2015,1,True
8,8100000.0,73.0,2,3.4,6,45.0,3,False,False,False,14.0,0,4301.0,1,1,True,2015,1,True
0,3870000.0,32.0,1,2.65,5,18.5,3,False,False,False,7.0,0,7748.0,2,2,True,2015,1,True
4,3850000.0,32.0,1,2.65,9,15.6,6,False,False,False,8.0,0,11336.0,1,1,True,2015,1,True
2,5450000.0,56.0,2,2.65,5,35.0,3,False,False,False,9.1,0,10797.0,2,0,True,2015,1,True
4,4100000.0,58.0,2,2.65,25,31.0,2,False,False,False,10.3,2,13096.5,0,0,False,2015,1,False
2,6329970.0,34.55,1,2.8,12,13.62,12,False,False,False,12.55,2,4096.0,0,1,True,2015,1,True
16,12900000.0,95.7,4,2.83,5,73.9,2,False,False,False,9.0,0,5964.0,3,2,True,2015,1,True
5,6681000.0,66.81,1,2.65,23,27.57,22,False,False,False,27.57,0,14640.0,0,1,False,2015,1,True
7,1500000.0,54.0,2,2.55,3,31.0,2,False,False,False,9.0,2,13096.5,0,0,False,2015,1,False
8,5100000.0,60.0,2,2.65,9,31.0,6,False,False,False,9.0,2,16747.0,0,0,False,2015,1,True
14,6550000.0,60.0,3,2.55,5,38.4,4,False,False,False,8.9,2,25887.0,0,0,True,2015,1,False
12,3750000.0,56.0,3,2.5,5,38.0,1,False,False,False,5.3,0,31275.0,3,3,False,2015,1,False
4,3650000.0,43.0,2,2.65,5,30.0,4,False,False,False,6.0,1,9940.0,0,1,True,2015,1,True
14,5550000.0,76.0,3,3.08,6,54.0,5,False,False,False,9.0,0,3927.0,0,1,True,2015,1,True
20,11970000.0,120.6,6,3.46,6,82.3,3,False,False,False,9.0,0,3602.0,1,1,True,2015,1,True
4,32524000.0,129.1,3,2.8,8,64.2,3,False,False,False,24.5,0,5964.0,3,2,True,2015,1,True
0,3350000.0,51.0,2,2.5,12,30.0,10,False,False,True,9.1,2,13096.5,0,0,False,2015,1,False
7,8700000.0,102.0,4,3.0,4,63.0,2,False,False,False,11.0,0,1542.0,0,2,True,2015,1,True
12,10800000.0,108.0,4,3.8,5,79.7,5,False,False,False,9.5,0,4308.0,2,0,True,2015,1,True
10,6950000.0,75.0,2,2.87,4,47.0,3,False,False,False,7.0,0,3873.0,0,0,True,2015,1,True
4,6300000.0,70.1,2,2.66,17,40.7,17,False,False,False,10.7,2,15108.0,1,3,False,2015,1,True
19,19000000.0,113.0,3,3.0,7,54.0,3,False,False,False,28.7,0,5063.0,2,2,False,2015,1,True
12,5800000.0,72.1,3,2.82,3,43.6,3,False,False,False,11.0,0,3360.0,2,3,True,2015,1,True
10,2850000.0,64.1,3,2.5,5,43.9,1,False,False,False,8.8,0,13096.5,0,0,False,2015,1,False
7,7900000.0,52.0,2,2.65,5,15.0,5,False,False,False,25.0,0,5129.0,0,1,True,2015,1,True
6,12500000.0,82.5,2,3.3,6,44.0,1,False,False,False,10.4,0,3465.0,2,1,True,2015,1,True
2,8200000.0,72.3,3,2.9,4,49.0,4,False,False,False,15.0,0,1308.0,3,3,True,2015,1,True
2,13700000.0,91.0,4,3.6,4,65.0,2,False,False,False,7.0,0,1328.0,3,3,True,2015,1,True
13,2950000.0,59.7,3,2.65,5,45.0,1,False,False,False,6.0,0,13096.5,0,0,False,2015,1,False
13,1150000.0,57.1,2,2.65,5,31.2,5,False,False,False,9.1,1,13096.5,0,0,False,2015,1,False
18,25000000.0,115.0,4,3.8,5,87.0,3,False,False,False,9.0,0,1285.0,3,3,True,2015,1,True
11,16500000.0,67.5,2,3.2,3,44.6,1,False,False,False,8.3,0,1327.0,1,2,True,2015,1,True
20,2700000.0,40.1,1,2.6,5,18.2,1,False,False,False,8.4,2,39863.0,0,0,False,2015,1,False
6,5390000.0,54.0,2,2.5,17,29.0,14,False,False,False,8.5,2,17004.0,1,0,True,2015,1,True
3,3500000.0,44.2,2,2.65,5,28.0,5,False,False,False,5.1,1,17648.0,1,0,True,2015,1,True
8,2850000.0,42.5,1,2.6,10,17.0,10,False,False,False,10.0,2,13096.5,0,0,False,2015,1,False
5,8350000.0,132.0,4,2.65,4,80.0,2,False,False,False,19.0,1,13096.5,0,0,False,2015,1,False
15,10150000.0,114.0,4,2.65,5,90.2,4,False,False,False,16.0,0,4961.0,0,2,True,2015,1,True
6,2850000.0,40.0,1,2.6,10,19.0,8,False,False,False,9.0,2,13096.5,0,0,False,2015,1,False
7,2900000.0,35.0,1,2.7,17,16.1,17,False,False,False,8.3,2,13096.5,0,0,False,2015,2,False
15,4250000.0,56.9,3,2.65,9,38.8,8,False,False,False,6.2,2,12943.0,0,0,False,2015,2,True
12,3350000.0,37.0,1,2.55,6,17.8,6,False,False,False,8.4,0,34044.0,1,1,False,2015,2,False
10,8100000.0,70.8,3,2.84,7,49.5,4,False,False,False,8.6,0,4358.0,2,0,True,2015,2,True
7,3640000.0,35.6,1,2.7,21,14.3,16,False,False,False,9.5,1,16527.0,0,2,True,2015,2,True
8,2730000.0,44.0,2,2.55,5,27.6,5,False,False,False,6.3,1,29798.0,0,0,True,2015,2,False
20,22950000.0,138.0,4,3.5,5,30.0,2,False,False,False,9.1,0,4281.0,1,0,True,2015,2,True
10,1950000.0,62.0,3,2.65,5,30.0,5,False,False,False,9.1,0,13096.5,0,0,False,2015,2,False
7,4500000.0,52.0,1,2.65,4,25.4,1,False,False,False,11.6,0,33201.0,3,3,True,2015,2,False
8,4650000.0,51.0,2,2.65,16,27.0,1,False,False,False,10.3,0,15987.0,1,0,True,2015,2,True
3,10090000.0,71.9,2,2.65,10,34.1,9,False,False,False,16.8,2,5294.0,0,1,True,2015,2,True
12,19000000.0,87.0,3,2.65,22,52.0,4,False,False,False,10.0,2,8871.0,1,3,True,2015,2,True
9,6300000.0,66.0,3,3.1,5,42.0,1,False,False,False,11.0,0,1090.0,3,3,True,2015,2,True
13,1700000.0,21.4,0,2.7,3,30.0,2,False,True,False,9.1,0,13096.5,0,0,False,2015,2,False
9,7800000.0,100.8,4,2.65,7,66.3,3,False,False,False,9.0,0,8934.0,1,1,True,2015,2,True
7,8300000.0,60.0,2,3.15,7,32.0,3,False,False,False,12.5,0,4341.0,0,0,True,2015,2,True
11,6650000.0,68.3,4,2.63,5,45.1,4,False,False,False,9.0,0,1724.0,3,3,True,2015,2,True
2,3900000.0,35.46,1,2.65,21,14.4,20,False,False,False,9.3,0,16398.0,0,1,True,2015,2,True
4,4400000.0,38.63,1,2.85,25,15.0,6,False,False,False,12.3,2,18783.0,0,0,False,2015,2,False
0,3250000.0,36.0,1,2.65,9,18.3,9,False,False,False,7.0,0,12675.0,2,1,True,2015,2,True
4,1600000.0,61.7,3,2.5,5,43.0,1,False,False,False,6.0,0,13096.5,0,0,False,2015,2,False
7,2350000.0,32.0,1,2.65,5,16.0,3,False,False,False,5.0,0,13096.5,0,0,False,2015,2,False
9,7700000.0,42.0,1,2.65,7,18.0,4,False,False,False,11.0,0,6131.0,0,1,False,2015,2,True
8,13000000.0,93.0,3,2.65,16,82.0,4,False,False,False,14.5,1,7055.0,0,3,True,2015,2,True
5,3400000.0,46.0,2,2.65,5,30.0,1,False,False,False,6.0,0,11004.0,1,0,False,2015,2,True
10,3600000.0,43.5,2,2.5,5,27.0,1,False,False,False,6.0,0,12045.0,1,1,True,2015,2,True
7,5800000.0,63.0,2,2.65,21,29.5,3,False,False,False,15.0,1,16527.0,0,2,True,2015,2,True
7,3710000.0,35.46,1,2.65,21,14.4,20,False,False,False,9.3,2,16392.0,0,2,True,2015,2,True
0,1960000.0,32.0,1,2.5,9,17.5,3,False,False,False,6.5,0,13096.5,0,0,False,2015,2,False
6,3300000.0,32.5,1,2.55,9,18.0,1,False,False,False,6.2,0,15861.0,0,1,True,2015,2,True
1,3200000.0,52.0,2,2.65,5,31.4,4,False,False,False,9.3,1,13096.5,0,0,False,2015,2,False
7,9000000.0,102.1,3,2.65,6,67.2,4,False,False,False,10.0,0,4716.0,1,0,True,2015,2,True
12,5250000.0,70.0,2,2.6,17,40.0,1,False,False,False,11.0,0,11972.0,1,0,False,2015,2,True
6,5300000.0,78.0,3,2.6,8,50.0,8,False,False,False,11.0,0,29023.0,0,0,True,2015,2,False
11,9990000.0,108.0,3,3.05,5,56.0,4,False,False,False,28.0,0,4587.0,1,1,True,2015,2,True
9,5450000.0,54.0,2,2.65,22,29.0,11,False,False,False,10.0,0,16527.0,0,2,True,2015,2,True
3,7952112.0,68.6,2,2.7,10,35.8,4,False,False,False,10.7,0,5164.0,0,1,True,2015,2,True
7,9500000.0,100.0,4,3.0,5,76.0,5,False,False,False,10.0,0,4798.0,1,0,True,2015,2,True
0,3600000.0,39.0,1,2.6,6,20.0,5,False,False,False,9.1,0,31036.0,0,1,True,2015,2,False
14,4850000.0,55.0,3,2.55,5,40.0,1,False,False,False,7.0,0,9886.0,2,3,False,2015,2,True
5,6400000.0,70.0,4,3.1,5,56.7,3,False,False,False,8.0,0,2780.0,3,1,True,2015,2,True
14,5300000.0,80.0,3,2.55,12,48.0,1,False,False,False,15.0,0,12515.0,0,0,True,2015,2,True
8,7440000.0,58.0,1,2.7,10,23.0,4,False,False,False,17.0,0,8370.0,1,2,False,2015,2,True
6,5690000.0,56.7,2,2.65,16,31.6,15,False,False,False,12.1,0,13096.5,0,0,False,2015,2,False
14,6000000.0,63.3,2,2.8,16,39.4,16,False,False,False,10.7,0,13365.0,0,0,True,2015,2,True
13,5200000.0,63.0,2,2.65,17,33.0,2,False,False,False,14.0,0,16005.0,1,2,True,2015,2,True
7,6870000.0,43.0,1,3.0,10,30.0,3,False,False,False,14.0,1,8370.0,1,2,False,2015,2,True
15,10500000.0,86.0,3,2.65,17,49.0,10,False,False,False,15.0,0,7734.0,2,1,True,2015,2,True
4,2150000.0,44.0,2,2.65,5,28.0,3,False,False,False,6.0,0,13096.5,0,0,False,2015,2,False
10,4500000.0,38.0,1,2.8,25,15.0,5,False,False,False,9.0,0,18785.0,0,0,False,2015,2,True
9,7390000.0,77.3,3,2.65,6,54.6,3,False,False,False,7.0,0,5291.0,1,0,True,2015,2,True
9,5990000.0,82.0,3,3.0,4,60.0,2,False,False,False,8.0,0,34619.0,0,2,True,2015,2,False
15,17900000.0,99.4,3,3.15,6,59.8,4,False,False,False,14.1,0,9009.0,0,0,True,2015,2,True
14,4830000.0,51.0,2,2.7,16,28.0,4,False,False,False,10.0,0,11901.0,0,0,True,2015,2,True
2,3960396.0,54.4,2,2.8,18,36.0,1,False,False,False,10.94,0,13096.5,0,0,False,2015,2,False
7,6100000.0,42.0,1,2.8,10,14.0,9,False,False,False,11.6,2,4836.0,0,3,False,2015,2,True
19,4850000.0,59.7,3,2.5,5,47.4,4,False,False,False,6.4,1,15599.0,0,0,False,2015,3,True
10,2450000.0,44.0,1,2.65,5,30.0,5,False,False,False,12.0,0,13096.5,0,0,False,2015,3,False
6,4150000.0,30.8,1,2.6,17,15.4,3,False,False,False,8.7,0,14132.0,1,1,False,2015,3,True
8,5055000.0,33.0,1,2.65,13,15.0,9,False,False,False,11.0,0,8370.0,1,2,False,2015,3,True
8,2750000.0,50.0,2,2.5,2,26.5,1,False,False,False,9.0,2,13096.5,0,0,False,2015,3,False
3,5400000.0,81.7,3,2.65,23,45.6,14,False,False,False,15.4,0,17121.0,0,1,True,2015,3,True
10,4850000.0,79.0,3,2.65,15,46.8,13,False,False,False,9.0,2,13096.5,0,0,False,2015,3,False
2,9090000.0,65.9,2,2.65,14,21.8,11,False,False,False,30.0,2,13495.0,0,0,False,2015,3,True
10,7000000.0,88.2,3,2.55,5,53.9,2,False,False,False,20.0,0,15108.0,0,2,True,2015,3,True
11,11800000.0,94.9,3,2.65,13,53.1,10,False,False,False,17.8,0,13966.0,0,0,True,2015,3,True
10,3750000.0,65.6,2,2.65,10,29.7,6,False,False,False,12.5,2,13096.5,0,0,False,2015,3,False
4,5182000.0,61.0,2,2.65,23,32.0,6,False,False,False,12.0,0,17071.0,0,1,True,2015,3,True
7,6850000.0,75.0,3,3.3,5,54.7,5,False,False,False,8.2,1,6550.0,2,0,True,2015,3,True
4,16500000.0,71.0,2,2.65,8,37.0,4,False,False,False,14.0,0,4800.0,1,1,True,2015,3,True
6,5930908.0,89.6,3,2.65,21,47.4,15,False,False,False,16.6,0,17121.0,0,1,True,2015,3,True
9,5100000.0,57.0,3,2.5,5,41.6,4,False,False,False,5.1,1,8973.0,1,0,True,2015,3,True
1,8721680.0,58.3,1,2.65,9,30.0,7,False,False,False,9.1,0,5294.0,0,1,True,2015,3,True
5,4900000.0,84.6,3,2.65,5,50.2,2,False,False,False,9.6,0,13096.5,0,0,False,2015,3,False
15,4850000.0,93.0,3,2.65,6,51.0,5,False,False,False,15.3,0,13096.5,0,0,False,2015,3,False
5,9272765.0,67.3,2,2.7,9,32.0,2,False,False,False,11.6,0,5294.0,0,1,True,2015,3,True
19,15000000.0,98.0,2,2.65,16,37.0,7,False,False,False,19.0,0,12765.0,0,0,False,2015,3,True
15,6900000.0,44.85,1,2.7,9,30.0,2,False,False,False,9.7,2,5384.0,1,1,True,2015,3,True
6,8450000.0,113.0,4,2.65,7,84.0,6,False,False,False,9.0,0,8136.0,0,0,True,2015,3,True
2,2800000.0,37.4,1,2.65,19,15.9,5,False,False,False,9.2,1,13096.5,0,0,False,2015,3,False
1,5911757.0,93.3,3,2.75,24,47.4,17,False,False,False,16.4,0,17547.0,0,1,True,2015,3,True
12,6750000.0,48.7,1,2.78,7,23.4,6,False,False,False,11.5,2,5038.0,0,0,True,2015,3,True
6,5900000.0,87.0,4,2.6,10,54.4,1,False,False,False,11.5,0,13995.0,1,1,False,2015,3,True
11,5100000.0,55.0,2,2.65,12,32.6,7,False,False,False,9.1,0,20817.0,0,2,True,2015,3,True
7,3400000.0,57.0,2,2.8,3,36.0,1,False,False,False,10.0,0,6755.0,0,1,True,2015,3,True
9,6500000.0,105.0,4,2.6,9,60.0,6,False,False,False,10.5,0,12736.0,3,1,True,2015,3,True
1,6233148.0,49.2,1,3.1,16,18.95,7,False,False,False,13.6,0,8434.0,1,2,False,2015,3,True
20,5900000.0,112.0,4,2.65,5,76.4,4,False,False,False,9.5,3,30070.0,0,0,True,2015,3,False
1,5324000.0,60.5,2,2.75,24,32.0,21,False,False,False,11.9,0,17399.0,0,1,True,2015,3,True
1,16913068.0,120.4,4,2.7,11,70.48,10,False,False,False,17.59,0,4281.0,1,1,False,2015,3,True
14,3300000.0,43.4,2,2.5,4,31.2,1,False,False,False,5.6,0,31811.0,2,3,False,2015,3,False
13,3400000.0,28.0,1,2.65,5,16.0,4,False,False,False,5.0,1,10745.0,1,0,True,2015,3,True
3,5672000.0,45.5,1,2.75,13,19.8,6,False,False,False,10.9,2,8370.0,1,2,False,2015,3,True
12,4700000.0,37.0,1,2.65,25,16.0,16,False,False,False,10.5,0,15541.0,0,0,False,2015,3,True
8,3300000.0,60.0,2,2.7,5,33.0,5,False,False,False,9.0,2,13096.5,0,0,False,2015,3,False
6,2960431.0,35.4,1,2.7,25,16.1,25,False,False,False,10.7,0,13096.5,0,0,False,2015,3,False
16,7490000.0,80.0,3,2.65,10,50.0,9,False,False,False,11.0,1,12447.0,0,1,True,2015,3,True
14,5990000.0,61.0,2,2.65,18,31.0,2,False,False,False,12.0,1,13096.5,0,0,False,2015,3,False
6,5830007.0,88.9,3,2.7,21,49.9,10,False,False,False,14.7,0,17121.0,0,1,True,2015,3,True
6,4768714.0,67.8,2,2.7,23,31.2,11,False,False,False,14.6,0,17121.0,0,1,True,2015,3,True
9,4950000.0,57.0,3,2.65,5,41.44,5,False,False,False,6.19,0,12423.0,1,1,True,2015,3,True
20,6290000.0,67.6,3,2.58,9,43.0,1,False,False,False,8.2,0,13649.0,1,1,True,2015,3,True
7,8300000.0,63.0,2,2.8,13,33.0,8,False,False,False,12.0,0,8434.0,1,2,False,2015,3,True
20,9300000.0,77.81,2,2.76,17,66.01,5,False,False,False,13.35,2,9659.0,1,0,True,2015,3,True
7,5470000.0,38.0,1,3.0,9,17.0,5,False,False,False,10.0,0,10354.0,0,0,False,2015,3,True
4,14500000.0,108.6,3,3.4,5,59.0,2,False,False,False,19.0,0,4056.0,0,2,True,2015,3,True
10,3300000.0,67.0,3,2.65,5,42.0,1,False,False,False,7.0,0,13096.5,0,0,False,2015,3,False
2,3820000.0,60.5,3,2.55,9,43.5,1,False,False,False,5.5,2,49984.0,0,0,False,2015,3,False
7,2900000.0,30.0,1,2.75,23,20.0,19,False,False,False,5.0,2,16788.0,0,1,True,2015,3,True
11,8500000.0,84.2,3,2.65,5,56.0,2,False,False,False,9.1,0,7916.0,1,2,True,2015,3,True
1,5250000.0,36.3,1,2.8,7,15.0,2,False,False,False,12.0,0,4849.0,1,0,False,2015,3,True
20,4550000.0,55.0,2,2.57,9,31.5,7,False,False,False,8.0,0,11112.0,2,1,False,2015,3,True
8,6700000.0,77.0,3,2.6,25,40.0,25,False,False,False,13.0,1,19242.0,0,0,False,2015,3,False
11,4390000.0,55.0,3,2.65,5,40.0,3,False,False,False,5.0,0,4866.0,1,3,True,2015,3,True
20,4650000.0,33.6,1,2.65,13,17.1,10,False,False,False,9.9,0,8370.0,1,2,False,2015,3,True
4,5923340.0,93.3,3,2.75,24,47.4,18,False,False,False,16.3,0,17547.0,0,1,True,2015,3,True
6,5691410.0,89.1,3,2.7,23,47.0,19,False,False,False,16.5,0,17121.0,0,1,True,2015,3,True
9,6500000.0,81.8,3,2.54,16,54.5,7,False,False,False,8.4,1,23189.0,0,2,True,2015,3,True
4,2700000.0,31.0,1,2.5,9,15.5,2,False,False,False,8.1,0,9229.0,0,0,False,2015,3,True
1,6763392.0,51.3,1,3.1,16,26.13,3,False,False,False,11.36,0,8434.0,1,2,False,2015,3,True
17,5780000.0,69.5,3,2.65,9,45.0,9,False,False,False,10.0,0,13539.0,1,1,True,2015,3,True
7,5400000.0,82.0,3,2.65,21,45.6,11,False,False,False,15.4,0,17121.0,0,1,True,2015,3,True
1,5830000.0,57.6,2,2.65,22,32.8,8,False,False,False,9.2,1,14612.0,0,1,True,2015,3,True
4,3800000.0,45.5,2,2.65,5,30.5,4,False,False,False,7.4,0,18602.0,0,0,False,2015,3,True
4,11800000.0,81.3,3,2.65,13,49.0,3,False,False,False,12.0,2,8370.0,1,2,False,2015,3,True
6,5595400.0,88.8,3,2.7,23,47.1,12,False,False,False,16.8,0,17121.0,0,1,True,2015,3,True
2,11600000.0,80.3,2,3.0,5,41.1,1,False,False,False,13.6,0,14931.0,0,0,False,2015,3,True
1,5556275.0,88.7,3,2.75,24,47.1,9,False,False,False,16.9,0,17121.0,0,1,True,2015,3,True
6,3237314.0,34.6,1,2.7,25,16.0,24,False,False,False,10.1,0,13096.5,0,0,False,2015,3,False
6,5827690.0,89.2,3,2.7,21,46.7,8,False,False,False,17.1,0,17121.0,0,1,True,2015,3,True
5,7100000.0,94.0,3,2.65,17,47.0,2,False,False,False,12.0,5,16804.0,1,0,True,2015,3,True
7,4000000.0,46.0,2,2.65,9,29.2,6,False,False,False,7.0,0,15827.0,1,0,True,2015,3,True
0,4500000.0,78.0,3,2.65,2,50.3,2,False,False,False,9.2,0,13096.5,0,0,False,2015,3,False
5,3000000.0,60.0,3,2.7,4,39.59,4,False,False,False,7.84,2,13096.5,0,0,False,2015,3,False
9,2450000.0,44.0,2,2.65,5,29.0,1,False,False,False,5.6,0,13096.5,0,0,False,2015,3,False
4,5925657.0,93.7,3,2.75,24,47.4,16,False,False,False,16.4,0,17547.0,0,1,True,2015,3,True
15,2999000.0,42.0,2,2.65,9,25.0,9,False,False,False,7.0,0,13096.5,0,0,False,2015,3,False
10,2700000.0,49.7,2,2.57,2,25.7,1,False,False,False,9.0,2,13096.5,0,0,False,2015,3,False
15,3400000.0,32.6,1,2.81,17,17.5,15,False,False,False,7.1,0,9234.0,0,0,False,2015,3,True
0,4900000.0,40.0,1,2.9,16,15.6,9,False,False,False,8.5,0,11004.0,1,0,False,2015,3,True
1,8931645.0,70.5,2,3.1,16,34.32,5,False,False,False,15.18,0,8434.0,1,2,False,2015,3,True
6,4369268.0,64.5,2,2.7,23,31.6,8,False,False,False,12.1,0,17121.0,0,1,True,2015,3,True
11,4390000.0,46.0,2,2.5,10,26.0,6,False,False,False,10.0,0,6262.0,0,1,False,2015,3,True
1,7500000.0,91.5,3,3.0,5,63.8,1,False,False,False,11.3,0,3538.0,0,3,True,2015,3,True
9,3300000.0,29.8,1,2.5,9,16.12,6,False,False,False,7.0,0,13769.0,0,0,True,2015,3,True
9,3399000.0,31.1,1,2.65,9,15.4,8,False,False,False,8.1,1,15528.0,0,0,False,2015,3,True
12,4425000.0,88.6,3,2.7,6,53.7,2,False,False,False,11.5,2,13096.5,0,0,False,2015,3,False
3,6490000.0,62.5,2,2.65,24,33.5,15,False,False,False,9.0,4,13165.0,1,0,True,2015,3,True
9,7515162.0,58.8,2,2.65,10,30.4,3,False,False,False,11.1,0,5294.0,0,1,True,2015,3,True
0,5700000.0,72.3,3,2.65,12,42.8,12,False,False,False,9.1,0,12702.0,0,0,False,2015,3,True
6,5620020.0,82.3,3,2.7,21,45.6,12,False,False,False,15.7,0,17121.0,0,1,True,2015,3,True
10,9400000.0,65.6,1,2.65,8,24.7,1,False,False,False,15.0,0,11087.0,1,0,False,2015,3,True
3,5000000.0,49.0,1,2.65,28,30.0,24,False,False,False,9.1,0,21740.0,0,1,True,2015,3,True
0,5239000.0,70.0,2,2.65,25,35.0,9,False,False,False,15.0,1,13096.5,0,0,False,2015,4,False
15,6195000.0,56.0,2,2.65,14,34.0,10,False,False,False,8.3,0,10304.0,1,0,False,2015,4,True
9,5200000.0,34.4,1,2.6,25,17.2,8,False,False,False,8.5,2,15661.0,0,0,False,2015,4,True
7,5100000.0,62.2,3,2.65,9,41.0,2,False,False,False,7.0,0,15180.0,0,0,True,2015,4,True
12,3500000.0,36.0,1,2.65,22,15.0,2,False,False,False,10.0,0,18877.0,0,0,False,2015,4,False
6,1950000.0,50.0,3,2.5,5,34.0,5,False,False,False,6.5,0,13096.5,0,0,False,2015,4,False
4,4350000.0,48.0,2,2.65,12,27.0,8,False,False,False,7.0,0,17474.0,0,0,True,2015,4,True
10,6290000.0,80.2,4,2.65,4,54.3,3,False,False,False,8.0,0,7128.0,0,0,True,2015,4,True
6,6350000.0,43.4,1,2.65,20,18.1,15,False,False,False,10.3,0,10364.0,2,3,False,2015,4,True
12,1680000.0,30.0,1,2.65,2,14.0,1,False,False,False,5.0,1,13096.5,0,0,False,2015,4,False
9,5250000.0,57.1,3,2.53,9,39.0,8,False,False,False,6.1,1,11347.0,0,0,True,2015,4,True
2,16900000.0,122.0,3,2.65,7,75.5,3,False,False,False,14.0,0,4279.0,1,1,True,2015,4,True
6,3800000.0,41.2,2,2.51,5,26.1,2,False,False,False,5.7,1,10915.0,1,0,True,2015,4,True
8,13400000.0,90.0,3,3.0,5,54.0,4,False,False,False,12.0,2,2879.0,1,3,True,2015,4,True
10,4000000.0,36.0,1,2.65,9,18.0,6,False,False,False,8.0,0,11702.0,2,0,True,2015,4,True
6,14900000.0,60.0,2,3.84,5,31.0,2,False,False,False,15.0,0,2401.0,1,1,True,2015,4,True
3,2800000.0,35.9,1,2.65,18,16.32,5,False,False,False,7.97,1,13096.5,0,0,False,2015,4,False
12,4300000.0,53.0,2,2.65,5,31.0,1,False,False,False,10.0,0,32539.0,0,0,False,2015,4,False
9,7850000.0,74.3,3,2.65,11,42.3,6,False,False,False,11.6,0,7257.0,1,1,False,2015,4,True
18,2400000.0,58.0,3,2.8,2,41.0,1,False,False,False,8.0,0,13096.5,0,0,False,2015,4,False
8,4850000.0,55.5,3,2.65,5,40.0,5,False,False,False,5.0,0,11933.0,2,0,False,2015,4,True
11,9950000.0,61.2,2,3.17,7,39.7,2,False,False,False,8.0,0,10123.0,1,0,True,2015,4,True
1,5968644.0,43.9,1,3.1,16,18.61,13,False,False,False,13.6,0,8434.0,1,2,False,2015,4,True
15,3900000.0,35.6,1,2.5,10,19.0,1,False,False,False,6.3,0,8294.0,1,1,False,2015,4,True
10,4200000.0,62.2,2,2.65,9,41.0,6,False,False,False,8.0,0,29341.0,0,0,True,2015,4,False
11,3250000.0,37.5,1,2.5,9,17.1,6,False,False,False,8.6,2,13096.5,0,0,False,2015,4,False
3,14990000.0,108.8,3,2.9,8,61.8,2,False,False,False,13.0,0,3371.0,3,2,True,2015,4,True
20,4950000.0,75.0,3,2.65,9,45.0,1,False,False,False,10.0,0,11559.0,2,0,True,2015,4,True
1,12000000.0,147.9,5,4.0,4,89.6,3,False,False,False,17.2,0,1195.0,3,3,True,2015,4,True
2,8000000.0,90.0,3,2.65,16,49.7,1,False,False,False,6.3,0,22310.0,0,1,True,2015,4,True
9,1900000.0,20.67,1,2.65,24,14.85,2,False,False,False,9.1,0,13096.5,0,0,False,2015,4,False
16,11000000.0,103.0,3,2.65,7,67.0,7,False,False,False,9.1,0,5141.0,1,1,True,2015,4,True
9,7550000.0,77.0,3,2.7,3,54.5,3,False,False,False,6.0,0,27920.0,2,3,True,2015,4,False
9,3900000.0,68.0,3,2.9,2,50.0,1,False,False,False,7.0,0,30686.0,0,0,True,2015,4,False
10,7002000.0,46.8,1,2.65,13,13.9,3,False,False,False,18.7,2,6014.0,1,3,True,2015,4,True
6,3300000.0,46.1,2,2.55,5,31.2,1,False,False,False,7.2,0,10645.0,0,1,True,2015,4,True
9,17414720.0,137.0,4,2.65,7,77.0,2,False,False,False,19.0,0,5038.0,0,0,True,2015,4,True
2,6500000.0,44.0,1,2.65,7,19.0,2,False,False,False,11.0,0,5038.0,0,0,True,2015,4,True
8,3150000.0,31.78,1,2.65,9,15.89,7,False,False,False,8.21,0,15419.0,0,0,False,2015,4,True
13,7500000.0,68.1,3,2.65,5,41.7,5,False,False,False,14.4,0,3884.0,1,0,True,2015,4,True
6,3770000.0,45.0,2,2.6,9,27.0,2,False,False,False,7.0,0,12503.0,0,0,True,2015,4,True
20,3640000.0,39.0,1,2.65,18,19.0,9,False,False,False,10.0,1,21778.0,0,1,False,2015,4,True
9,6499000.0,55.0,2,2.65,17,30.0,6,False,False,False,9.0,2,10085.0,1,0,True,2015,4,True
10,5230000.0,61.8,3,2.6,9,39.4,2,False,False,False,9.4,0,15838.0,0,0,True,2015,4,True
15,1260000.0,39.0,1,2.75,9,20.0,3,False,False,False,8.0,1,13096.5,0,0,False,2015,4,False
4,5990000.0,43.5,1,3.0,5,25.0,4,False,False,False,9.4,0,10278.0,1,0,True,2015,5,True
9,3070000.0,55.0,2,2.65,9,30.0,4,False,False,False,9.0,1,13096.5,0,0,False,2015,5,False
